SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1649446862.320308, -0.401478, -9.465177, 2.060959, -0.509323, -0.135253, -1.018452, 86.789444, -90.628296, 62.976410
1649446862.353577, 0.423474, -9.351303, 3.170073, -0.585016, -0.232608, -1.129383, 89.183990, -90.384323, 62.052261
1649446862.386962, 1.561618, -9.421782, 2.168997, -0.649175, -0.029516, -1.230362, 91.805618, -90.419052, 60.599365
1649446862.420214, 3.334973, -9.081207, 1.742979, -0.629882, -0.198246, -1.148869, 95.284210, -89.941635, 59.244904
1649446862.453615, 2.086397, -9.824607, 1.564611, -0.680849, -0.135355, -1.155559, 97.567886, -89.553452, 57.542023
1649446862.486910, 2.278382, -9.766697, 2.754080, -0.786692, -0.274883, -1.282668, 99.921005, -89.049454, 55.928070
1649446862.520222, 0.656011, -10.926388, 3.168427, -0.993819, -0.326067, -1.573858, 103.914230, -87.692871, 52.997330
1649446862.553556, 1.616236, -12.670564, 3.071461, -1.323211, -0.399139, -2.045714, 107.106689, -86.079224, 50.451752
1649446862.587090, -0.599748, -18.308310, 5.021090, -1.431883, -0.697144, -2.416672, 110.448792, -83.084961, 46.861542
1649446862.620221, 0.737564, -14.608670, 3.874267, -1.274493, -0.554961, -2.532147, 113.048737, -78.514771, 43.888535
1649446862.653754, 4.685902, -9.683349, 1.134403, -0.909585, -0.229502, -2.164728, 113.777161, -71.607910, 40.680618
1649446862.687071, -1.750760, -6.717382, 2.856432, -0.355614, -0.155359, -0.347399, 110.868546, -66.511688, 39.637741
1649446862.720234, 0.427664, -1.918953, 1.483806, 0.218590, 0.552255, 0.378097, 105.659164, -62.654922, 40.013733
1649446862.753557, 0.726042, -3.007417, 1.216105, 0.982078, -0.506661, 2.062694, 95.309738, -57.253952, 43.172333
1649446862.786557, 2.975244, -5.292981, 1.086818, 1.310287, -0.991376, 2.743118, 86.683090, -51.962692, 46.360260
1649446862.820234, 1.551742, -7.917475, 0.665588, 1.606804, -0.966995, 2.996749, 78.251434, -44.652405, 49.754791
1649446862.853620, 1.564162, -10.144831, 0.381726, 1.762719, 0.599313, 2.908642, 68.859482, -31.541016, 51.378601
1649446862.886950, 2.206556, -11.087997, 0.559196, 1.747669, 1.437392, 2.620750, 63.946518, -20.943237, 48.973755
1649446862.920268, 2.893542, -11.713183, 1.285537, 1.593172, 1.644369, 2.495263, 61.973953, -10.752777, 44.561584
1649446862.953580, 4.645050, -11.072285, 1.427992, 1.404525, 1.510839, 2.418061, 64.209335, -0.873505, 36.552139
1649446862.987026, 4.088997, -10.683227, 1.206378, 1.302617, 1.203551, 2.355165, 68.051697, 3.685760, 29.980682
1649446863.020406, 3.309984, -9.382427, 0.623241, 1.211004, 1.341147, 1.910647, 73.167648, 5.179047, 24.738770
1649446863.053738, 3.140444, -11.150845, 0.670077, 0.864990, 1.192527, 1.382390, 78.449799, 4.610809, 20.360992
1649446863.086884, 4.970363, -9.823409, -0.896329, 0.367376, 0.819820, 0.358053, 84.624191, 2.001846, 16.693192
1649446863.120070, 4.469226, -10.499173, 0.089932, -0.239926, 0.969686, -0.824186, 88.666855, -0.435135, 15.131897
1649446863.153578, 11.721862, -13.593379, 2.417844, -0.403986, 1.084672, -2.073438, 92.373230, -2.066650, 14.062012
1649446863.186890, -11.593622, -20.533571, 0.530765, -0.786523, -0.793833, -2.343693, 94.890396, -4.004486, 13.309204
